-------------------------------------------------------------------------------------------									
 Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                									
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5å¡N Longitude 155.6å¡W Elevation 3397m      "									
1978	9	28748	1978.7068	332.76	335.83	332.73	335.8	332.76	335.83
1978	10	28778	1978.789	332.55	335.76	332.68	335.89	332.55	335.76
1978	11	28809	1978.874	333.92	335.96	333.95	335.98	333.92	335.96
1978	12	28839	1978.9562	334.95	335.82	335.21	336.08	334.95	335.82
1979	1	28870	1979.0411	336.23	336.23	336.18	336.19	336.23	336.23
1979	2	28901	1979.126	336.76	336.09	336.96	336.3	336.76	336.09
1979	3	28929	1979.2027	337.96	336.57	337.8	336.41	337.96	336.57
1979	4	28960	1979.2877	338.89	336.41	339	336.53	338.89	336.41
1979	5	28990	1979.3699	339.47	336.49	339.64	336.66	339.47	336.49
1979	6	29021	1979.4548	339.29	337	339.08	336.79	339.29	337
1979	7	29051	1979.537	337.73	336.94	337.71	336.93	337.73	336.94
1979	8	29082	1979.6219	336.09	337.38	335.77	337.07	336.09	337.38
1979	9	29113	1979.7068	333.91	336.99	334.13	337.21	333.91	336.99
1979	10	29143	1979.789	333.86	337.08	334.14	337.36	333.86	337.08
1979	11	29174	1979.874	335.29	337.33	335.47	337.52	335.29	337.33
1979	12	29204	1979.9562	336.73	337.6	336.81	337.68	336.73	337.6
1980	1	29235	1980.041	338.01	338.02	337.85	337.85	338.01	338.02
1980	2	29266	1980.1257	338.36	337.69	338.69	338.02	338.36	337.69
1980	3	29295	1980.2049	340.08	338.66	339.6	338.18	340.08	338.66
1980	4	29326	1980.2896	340.77	338.26	340.84	338.34	340.77	338.26
1980	5	29356	1980.3716	341.46	338.47	341.48	338.49	341.46	338.47
1980	6	29387	1980.4563	341.17	338.9	340.91	338.64	341.17	338.9
1980	7	29417	1980.5383	339.56	338.8	339.53	338.77	339.56	338.8
1980	8	29448	1980.623	337.6	338.93	337.57	338.9	337.6	338.93
1980	9	29479	1980.7077	335.88	338.98	335.92	339.02	335.88	338.98
1980	10	29509	1980.7896	336.02	339.24	335.91	339.14	336.02	339.24
1980	11	29540	1980.8743	337.1	339.15	337.2	339.24	337.1	339.15
1980	12	29570	1980.9563	338.21	339.09	338.47	339.35	338.21	339.09
1981	1	29601	1981.0411	339.23	339.23	339.45	339.45	339.23	339.23
1981	2	29632	1981.126	340.48	339.8	340.22	339.55	340.48	339.8
1981	3	29660	1981.2027	341.38	339.98	341.04	339.64	341.38	339.98
1981	4	29691	1981.2877	342.51	340.02	342.21	339.72	342.51	340.02
1981	5	29721	1981.3699	342.91	339.91	342.81	339.8	342.91	339.91
1981	6	29752	1981.4548	342.25	339.95	342.18	339.88	342.25	339.95
1981	7	29782	1981.537	340.49	339.7	340.76	339.96	340.49	339.7
1981	8	29813	1981.6219	338.43	339.74	338.75	340.05	338.43	339.74
1981	9	29844	1981.7068	336.69	339.79	337.05	340.15	336.69	339.79
1981	10	29874	1981.789	336.86	340.1	337.01	340.26	336.86	340.1
1981	11	29905	1981.874	338.36	340.42	338.32	340.37	338.36	340.42
1981	12	29935	1981.9562	339.61	340.49	339.61	340.49	339.61	340.49
1982	1	29966	1982.0411	340.75	340.75	340.6	340.61	340.75	340.75
1982	2	29997	1982.126	341.61	340.94	341.39	340.71	341.61	340.94
1982	3	30025	1982.2027	342.7	341.3	342.21	340.8	342.7	341.3
1982	4	30056	1982.2877	343.57	341.07	343.39	340.89	343.57	341.07
1982	5	30086	1982.3699	344.14	341.12	343.98	340.97	344.14	341.12
1982	6	30117	1982.4548	343.35	341.04	343.35	341.04	343.35	341.04
1982	7	30147	1982.537	342.06	341.26	341.91	341.11	342.06	341.26
1982	8	30178	1982.6219	339.81	341.12	339.88	341.19	339.81	341.12
1982	9	30209	1982.7068	337.98	341.09	338.15	341.27	337.98	341.09
1982	10	30239	1982.789	337.86	341.12	338.1	341.36	337.86	341.12
1982	11	30270	1982.874	339.26	341.33	339.41	341.47	339.26	341.33
1982	12	30300	1982.9562	340.49	341.37	340.72	341.6	340.49	341.37
1983	1	30331	1983.0411	341.37	341.37	341.75	341.76	341.37	341.37
1983	2	30362	1983.126	342.52	341.85	342.61	341.93	342.52	341.85
1983	3	30390	1983.2027	343.1	341.69	343.51	342.1	343.1	341.69
1983	4	30421	1983.2877	344.94	342.43	344.81	342.3	344.94	342.43
1983	5	30451	1983.3699	345.75	342.73	345.52	342.5	345.75	342.73
1983	6	30482	1983.4548	345.32	343	345.01	342.69	345.32	343
1983	7	30512	1983.537	343.98	343.19	343.67	342.87	343.98	343.19
1983	8	30543	1983.6219	342.39	343.7	341.73	343.04	342.39	343.7
1983	9	30574	1983.7068	339.86	342.99	340.08	343.21	339.86	342.99
1983	10	30604	1983.789	339.99	343.26	340.08	343.35	339.99	343.26
1983	11	30635	1983.874	341.16	343.23	341.42	343.5	341.16	343.23
1983	12	30665	1983.9562	342.99	343.88	342.75	343.63	342.99	343.88
1984	1	30696	1984.041	343.7	343.7	343.76	343.77	343.7	343.7
1984	2	30727	1984.1257	344.51	343.83	344.57	343.9	344.51	343.83
1984	3	30756	1984.2049	345.28	343.84	345.46	344.02	345.28	343.84
1984	4	30787	1984.2896	347.07	344.53	346.68	344.14	347.07	344.53
1984	5	30817	1984.3716	347.43	344.4	347.29	344.26	347.43	344.4
1984	6	30848	1984.4563	346.79	344.49	346.68	344.38	346.79	344.49
1984	7	30878	1984.5383	345.39	344.62	345.27	344.49	345.39	344.62
1984	8	30909	1984.623	343.28	344.63	343.26	344.61	343.28	344.63
1984	9	30940	1984.7077	341.07	344.22	341.59	344.73	341.07	344.22
1984	10	30970	1984.7896	341.35	344.62	341.58	344.85	341.35	344.62
1984	11	31001	1984.8743	342.98	345.05	342.91	344.99	342.98	345.05
1984	12	31031	1984.9563	344.22	345.1	344.23	345.12	344.22	345.1
1985	1	31062	1985.0411	344.97	344.97	345.26	345.26	344.97	344.97
1985	2	31093	1985.126	346	345.32	346.07	345.39	346	345.32
1985	3	31121	1985.2027	347.43	346.01	346.93	345.51	347.43	346.01
1985	4	31152	1985.2877	348.35	345.82	348.16	345.63	348.35	345.82
1985	5	31182	1985.3699	348.93	345.88	348.79	345.74	348.93	345.88
1985	6	31213	1985.4548	348.25	345.92	348.18	345.84	348.25	345.92
1985	7	31243	1985.537	346.56	345.76	346.74	345.93	346.56	345.76
1985	8	31274	1985.6219	344.68	346.01	344.7	346.02	344.68	346.01
1985	9	31305	1985.7068	343.09	346.24	342.96	346.11	343.09	346.24
1985	10	31335	1985.789	342.8	346.09	342.9	346.19	342.8	346.09
